,question,answer,multiple_answer,can_answer
19166,The country of World Trade Organization is?,Switzerland,False,False
19167,The official language of World Trade Organization is?,"['French', 'Spanish', 'English']",True,
19168,The official language of World Baseball Softball Confederation is?,"['English', 'Spanish']",True,
19169,The sport played by World Baseball Softball Confederation is?,baseball,False,True
19170,The material used in Wright Flyer is?,"['aluminum', 'steel']",True,
19171,The religion of Wu Cheng'en is?,Buddhism,False,True
19172,Wu Chinese is indigenous to?,Shanghai,False,False
19173,The country of citizenship of Wu Lien-teh is?,Malaysia,False,True
19174,The religion of Wu Zetian is?,Buddhism,False,True
19175,The country of citizenship of Wu'erkaixi is?,Taiwan,False,True
19176,The language of Wujing Zongyao is?,Chinese,False,True
19177,The country of Wuppertal is?,Germany,False,True
19178,The language of Wuthering Heights is?,English,False,True
19179,The team position of Wyatt Russell is?,goaltender,False,False
19180,The genre of Wynton Marsalis is?,jazz,False,True
19181,The instrument of Wynton Marsalis is?,trumpet,False,True
19182,The capital of Wyoming is?,Cheyenne,False,True
19183,The official language of Wyoming is?,English,False,True
19184,Wyoming shares a border with?,"['Utah', 'Colorado', 'Montana', 'Nebraska']",True,
19185,The country of citizenship of Wäinö Aaltonen is?,Finland,False,True
19186,The native language of Wäinö Aaltonen is?,Finnish,False,True
19187,The country of citizenship of Władysław I Herman is?,Poland,False,True
19188,The country of citizenship of Władysław II the Exile is?,Poland,False,True
19189,The country of citizenship of Władysław Sikorski is?,Poland,False,True
19190,The instrument of XXXTentacion is?,guitar,False,False
19191,The native language of XXXTentacion is?,English,False,True
19192,Xalapa is capital of?,Veracruz,False,True
19193,The country of citizenship of Xaver Hohenleiter is?,Germany,False,True
19194,The sport played by Xavier McDaniel is?,basketball,False,True
19195,The color of Xbox is?,green,False,False
19196,Xbox owned by?,Microsoft,False,True
19197,The developer of Xbox 360 is?,Microsoft,False,True
19198,The manufacturer of Xbox 360 is?,Microsoft,False,True
19199,The developer of Xbox One is?,Microsoft,False,True
19200,The country of Xhosa is?,Zimbabwe,False,False
19201,The eye color of Xi Jinping is?,black,False,False
19202,The native language of Xi Jinping is?,Chinese,False,True
19203,The residence of Xi Jinping is?,Beijing,False,True
19204,Xiamen is located in?,Fujian,False,True
19205,The religion of Xianfeng Emperor is?,Buddhism,False,True
19206,The country of citizenship of Xiang Yu is?,China,False,True
19207,Xiangtan is located in?,Hunan,False,False
19208,The country of citizenship of Xiao Hong is?,China,False,True
19209,Xicheng District is located in?,Beijing,False,True
19210,The country of Xinhai Revolution is?,China,False,True
19211,The headquarters location of Xinhua News Agency is?,Beijing,False,True
19212,The language of Xinhua News Agency is?,Chinese,False,True
19213,The country of citizenship of Xu Zhonglin is?,China,False,True
19214,The religion of Xuanzang is?,Buddhism,False,True
19215,The country of citizenship of Xuxa is?,Italy,False,False
19216,Xuzhou is located in?,Jiangsu,False,True
19217,The country of citizenship of Ya'qub ibn al-Layth al-Saffar is?,Iran,False,True
19218,The country of citizenship of Yaa Asantewaa is?,Ghana,False,True
19219,The religion of Yahya Abdul-Mateen II is?,Islam,False,False
19220,The military rank of Yahya Jammeh is?,colonel,False,False
19221,The country of citizenship of Yahya Khan is?,Pakistan,False,True
19222,The religion of Yahya Khan is?,Islam,False,False
19223,The religion of Yahya Muhammad Hamid ed-Din is?,Islam,False,True
19224,The religion of Yakubu Gowon is?,Christianity,False,True
19225,The country of Yakutsk is?,Russia,False,True
19226,The official language of Yakutsk is?,Russian,False,True
19227,The country of citizenship of Yamagata Aritomo is?,Japan,False,True
19228,The country of Yamagata Prefecture is?,Japan,False,True
19229,Yamagata Prefecture is located in?,Japan,False,True
19230,The country of Yamaguchi Prefecture is?,Japan,False,True
19231,Yamaguchi Prefecture is located in?,Japan,False,True
19232,The country of Yamalo-Nenets Autonomous Okrug is?,Russia,False,True
19233,The official language of Yamalo-Nenets Autonomous Okrug is?,Russian,False,True
19234,The country of Yamanashi Prefecture is?,Japan,False,True
19235,Yamanashi Prefecture is located in?,Japan,False,True
19236,The country of citizenship of Yamato Takeru is?,Japan,False,True
19237,The country of Yamato people is?,Japan,False,True
19238,The country of citizenship of Yan Gomes is?,Brazil,False,True
19239,The country of citizenship of Yana Churikova is?,Russia,False,True
19240,The native language of Yana Churikova is?,Russian,False,True
19241,Yangon is capital of?,Myanmar,False,True
19242,The country of Yangon is?,Myanmar,False,True
19243,Yangtze is located in?,Shanghai,False,False
19244,Yangtze Delta is located in?,Shanghai,False,False
19245,Yangzhou is located in?,Jiangsu,False,True
19246,The instrument of Yanka Dyagileva is?,guitar,False,True
19247,The language of Yankee Doodle is?,English,False,True
19248,The blood type of Yao Ming is?,A,False,False
19249,The sport played by Yao Ming is?,basketball,False,True
19250,Yaoundé is capital of?,Cameroon,False,True
19251,The country of Yaoundé is?,Cameroon,False,True
19252,The religion of Yara Shahidi is?,Islam,False,False
19253,The country of Yaroslavl is?,Russia,False,True
19254,Yaroslavl is located in or next to body of water?,Volga,False,True
19255,The country of citizenship of Yash Chopra is?,India,False,True
19256,The religion of Yash Chopra is?,Hinduism,False,True
19257,The country of citizenship of Yasser Arafat is?,Egypt,False,False
19258,The ethnic group of Yasser Arafat is?,Arabs,False,False
19259,The native language of Yasser Arafat is?,Arabic,False,True
19260,The religion of Yasser Arafat is?,Islam,False,True
19261,The country of citizenship of Yasuharu Ōyama is?,Japan,False,True
19262,The blood type of Yasuhiro Nakasone is?,O,False,True
19263,The country of citizenship of Yasuhiro Nakasone is?,Japan,False,True
19264,The country of citizenship of Yasujirō Ozu is?,Japan,False,True
19265,The native language of Yasujirō Ozu is?,Japanese,False,True
19266,The country of citizenship of Yasunari Kawabata is?,Japan,False,True
19267,The native language of Yasunari Kawabata is?,Japanese,False,True
19268,The religion of Yasunari Kawabata is?,Buddhism,False,True
19269,The country of citizenship of Yasushi Akimoto is?,Japan,False,True
19270,The native language of Yasushi Akimoto is?,Japanese,False,True
19271,The country of citizenship of Yasushi Inoue is?,Japan,False,True
19272,The native language of Yasushi Inoue is?,Japanese,False,True
19273,The country of citizenship of Yatsuhashi Kengyo is?,Japan,False,True
19274,The eye color of Yaya DaCosta is?,brown,False,True
19275,The country of citizenship of Yayoi Kusama is?,Japan,False,True
19276,The country of Yazd is?,Iran,False,True
19277,The country of Yazd Province is?,Iran,False,True
19278,Yazd Province is located in?,Iran,False,True
19279,The religion of Yazid I is?,Islam,False,True
19280,The country of citizenship of Yaşar Kemal is?,Turkey,False,True
19281,The country of citizenship of Yeardley Smith is?,France,False,False
19282,The original country of Yeh Rishta Kya Kehlata Hai is?,India,False,True
19283,The language of Yeh Rishta Kya Kehlata Hai is?,Hindi,False,True
19284,The country of citizenship of Yehudi Menuhin is?,Switzerland,False,False
19285,The instrument of Yehudi Menuhin is?,violin,False,True
19286,The noble title of Yehudi Menuhin is?,baron,False,True
19287,The country of Yekaterinburg is?,Russia,False,True
19288,The country for sport played by Yelena Isinbayeva is?,Russia,False,True
19289,The country of citizenship of Yelena Isinbayeva is?,Russia,False,True
19290,The country of citizenship of Yelena Shushunova is?,Russia,False,True
19291,Yellowstone National Park is located in?,"['Montana', 'Wyoming']",True,
19292,Yellowstone River is located in?,Montana,False,False
19293,Yellowstone hotspot is located in?,Wyoming,False,True
19294,The basic form of government of Yemen is?,republic,False,True
19295,The capital of Yemen is?,Aden,False,False
19296,The official language of Yemen is?,Arabic,False,True
19297,Yemen shares a border with?,Oman,False,False
19298,The continent of Yenisei is?,Asia,False,False
19299,Yerevan is capital of?,Armenia,False,True
19300,The country of Yerevan is?,Armenia,False,True
19301,Yerevan is located in?,Armenia,False,True
19302,The official language of Yerevan is?,Armenian,False,True
19303,The country of citizenship of Yermak Timofeyevich is?,Russia,False,True
19304,The language of Yes Minister is?,English,False,True
19305,The language of Yes Minister is?,English,False,True
19306,The instrument of Yevgeny Mravinsky is?,piano,False,False
19307,The country of Yiddish is?,"['Russia', 'Poland', 'Ukraine', 'Germany']",True,
19308,Yingluck Shinawatra convicted of?,corruption,False,False
19309,The religion of Yingluck Shinawatra is?,Buddhism,False,True
19310,The country of citizenship of Yitzhak Rabin is?,Israel,False,True
19311,The native language of Yitzhak Rabin is?,Hebrew,False,True
19312,The country of citizenship of Yitzhak Shamir is?,Israel,False,True
19313,The religion of Yixing is?,Buddhism,False,True
19314,The country of citizenship of Yo Yo Honey Singh is?,India,False,True
19315,The country of citizenship of Yo-Yo Ma is?,France,False,False
19316,The instrument of Yo-Yo Ma is?,"['piano', 'violin']",True,
19317,The country of Yobe State is?,Nigeria,False,True
19318,The country of citizenship of Yoenis Céspedes is?,Cuba,False,True
19319,The sport played by Yogi Berra is?,baseball,False,True
19320,Yogyakarta is capital of?,Indonesia,False,True
19321,The country of Yogyakarta is?,Indonesia,False,True
19322,The country of citizenship of Yohji Yamamoto is?,Japan,False,True
19323,The country of citizenship of Yoichiro Nambu is?,Japan,False,True
19324,The country of citizenship of Yoko Kanno is?,Japan,False,True
19325,The genre of Yoko Kanno is?,jazz,False,True
19326,The instrument of Yoko Kanno is?,piano,False,True
19327,The country of citizenship of Yoko Ono is?,Japan,False,True
19328,The instrument of Yoko Ono is?,piano,False,False
19329,The country of Yokohama is?,Japan,False,True
19330,The country of Yokohama Municipal Subway is?,Japan,False,True
19331,The country of Yokosuka is?,Japan,False,True
19332,The country of Yomiuri Giants is?,Japan,False,True
19333,The headquarters location of Yomiuri Giants is?,Tokyo,False,True
19334,The official color of Yomiuri Giants is?,white,False,False
19335,The sport played by Yomiuri Giants is?,baseball,False,True
19336,The country of Yomiuri Shimbun is?,Japan,False,True
19337,The headquarters location of Yomiuri Shimbun is?,Tokyo,False,True
19338,The language of Yomiuri Shimbun is?,Japanese,False,True
19339,The country of citizenship of Yongle Emperor is?,China,False,True
19340,The religion of Yongle Emperor is?,Buddhism,False,False
19341,The language of Yongle Encyclopedia is?,Chinese,False,True
19342,The ethnic group of Yongzheng Emperor is?,Manchu,False,True
19343,The headquarters location of Yonsei University is?,Seoul,False,True
19344,Yonsei University is located in?,Seoul,False,True
19345,York is capital of?,Yorkshire,False,False
19346,Yorkshire is located in?,England,False,True
19347,Yorkshire shares a border with?,"['Lincolnshire', 'Lancashire']",True,
19348,The original country of Yorkshire Terrier is?,England,False,True
19349,The country of Yoruba is?,Nigeria,False,True
19350,Yoruba is indigenous to?,Nigeria,False,True
19351,The country of Yoruba people is?,"['Nigeria', 'Benin']",True,
19352,The native language of Yoruba people is?,English,False,False
19353,The religion of Yoruba people is?,"['Islam', 'Christianity']",True,
19354,The country for sport played by Yoshiharu Habu is?,Japan,False,True
19355,The country of citizenship of Yoshiharu Habu is?,Japan,False,True
19356,The country of citizenship of Yoshii Isamu is?,Japan,False,True
19357,YouTube owned by?,Google,False,True
19358,The country of Young Turks is?,Turkey,False,True
19359,The country for sport played by Younus Khan is?,Pakistan,False,True
19360,The sport played by Younus Khan is?,cricket,False,True
19361,The language of Your Show of Shows is?,English,False,True
19362,The religion of Yousef Abu-Taleb is?,Islam,False,True
19363,The country of citizenship of Youssou N’Dour is?,Senegal,False,True
19364,The religion of Youssou N’Dour is?,Islam,False,True
19365,The sport played by Youth Olympic Games is?,"['basketball', 'volleyball', 'swimming']",True,
19366,The country of citizenship of Yoweri Kaguta Museveni is?,Uganda,False,True
19367,The native language of Yoweri Kaguta Museveni is?,English,False,False
19368,The blood type of Yu Darvish is?,A,False,False
19369,The country of Yucatán Channel is?,Mexico,False,False
19370,The country of Yucatán Peninsula is?,Mexico,False,True
19371,Yue Chinese is indigenous to?,"['Hunan', 'Guangdong']",True,
19372,The country of Yugansky Nature Reserve is?,Russia,False,True
19373,The basic form of government of Yugoslavia is?,republic,False,True
19374,The capital of Yugoslavia is?,Belgrade,False,True
19375,Yugoslavia shares a border with?,"['Bulgaria', 'Italy', 'Hungary', 'Albania']",True,
19376,The country of citizenship of Yuji Naka is?,Japan,False,True
19377,The blood type of Yukio Mishima is?,A,False,False
19378,The country of citizenship of Yukio Mishima is?,Japan,False,True
19379,The native language of Yukio Mishima is?,Japanese,False,True
19380,The religion of Yukio Mishima is?,Buddhism,False,False
19381,Yukon is located in?,Canada,False,True
19382,The official language of Yukon is?,English,False,True
19383,Yukon shares a border with?,Alaska,False,True
19384,The country of Yukon River is?,Canada,False,True
19385,Yukon River is located in?,Alaska,False,False
19386,The country of citizenship of Yul Brynner is?,Switzerland,False,True
19387,The country of citizenship of Yulia Tymoshenko is?,Ukraine,False,True
19388,The native language of Yulia Tymoshenko is?,"['Ukrainian', 'Russian']",True,
19389,The country of citizenship of Yumjaagiin Tsedenbal is?,Mongolia,False,True
19390,The native language of Yunjin Kim is?,Korean,False,True
19391,The country of Yunlin County is?,Taiwan,False,True
19392,The language used in Yunnan is?,U,False,True
19393,Yunnan shares a border with?,Sichuan,False,False
19394,The ethnic group of Yuri Andropov is?,Russians,False,False
19395,The military rank of Yuri Gagarin is?,colonel,False,False
19396,The blood type of Yuri Komuro is?,O,False,True
19397,The country of citizenship of Yuri Komuro is?,Japan,False,True
19398,The country of citizenship of Yuri Nikulin is?,Russia,False,True
19399,The native language of Yuri Nikulin is?,Russian,False,True
19400,The country of citizenship of Yuriy Sedykh is?,Russia,False,True
19401,The native language of Yuriy Sedykh is?,Russian,False,True
19402,The military rank of Yury Romanenko is?,colonel,False,False
19403,The country of citizenship of Yusuf al-Khal is?,Syria,False,False
19404,"The languages spoken, written or signed by Yusuf al-Khal is?",Arabic,False,True
19405,The religion of Yusuf ibn Tashfin is?,Islam,False,True
19406,The country of Yuzhny Island is?,Russia,False,False
19407,The country of citizenship of Yves Klein is?,France,False,True
19408,The country of citizenship of Yves Montand is?,France,False,True
19409,The country of citizenship of Yves le Prieur is?,France,False,True
19410,The country of citizenship of Yvette Chauviré is?,France,False,True
19411,The eye color of Yvonne De Carlo is?,brown,False,False
19412,The instrument of Yvonne Elliman is?,piano,False,False
19413,The country of citizenship of Yvonne Orji is?,Nigeria,False,True
19414,The country of citizenship of Yñigo Ortiz de Retez is?,Spain,False,True
19415,The country of ZDF is?,Germany,False,False
19416,The language used in ZDF is?,German,False,True
19417,The country of citizenship of Zacarias Moussaoui is?,France,False,True
19418,The religion of Zacarias Moussaoui is?,Islam,False,False
19419,The country of Zacatecas is?,Mexico,False,True
19420,The native language of Zach Callison is?,English,False,True
19421,The native language of Zach Gilford is?,English,False,True
19422,The sport played by Zach Randolph is?,basketball,False,True
19423,The native language of Zachary Taylor is?,English,False,True
19424,The country of Zadar is?,Croatia,False,True
19425,Zagreb is capital of?,Croatia,False,True
19426,The country of Zagreb is?,Croatia,False,True
19427,Zagreb is located in?,Croatia,False,True
19428,The country of Zagros mountains is?,Iran,False,True
19429,The religion of Zaha Hadid is?,Islam,False,True
19430,The country of citizenship of Zainul Abedin is?,Bangladesh,False,True
19431,The religion of Zainul Abedin is?,Islam,False,False
19432,The basic form of government of Zaire is?,republic,False,True
19433,The continent of Zaire is?,Africa,False,False
19434,The official language of Zaire is?,French,False,True
19435,The instrument of Zak Waters is?,piano,False,False
19436,The country of Zakarpattia Oblast is?,Ukraine,False,True
19437,The language used in Zakarpattia Oblast is?,Hungarian,False,True
19438,Zakarpattia Oblast is located in?,Ukraine,False,True
19439,The country of Zakynthos is?,Greece,False,True
19440,The country of Zala County is?,Hungary,False,False
19441,Zala County is located in?,Hungary,False,True
19442,The country of Zambezi River is?,Zimbabwe,False,False
19443,The continent of Zambia is?,Africa,False,True
19444,The emergency phone number of Zambia is?,"['112', '999']",True,
19445,The language used in Zambia is?,"['English', 'Tonga']",True,
19446,The official language of Zambia is?,English,False,True
19447,Zambia shares a border with?,"['Angola', 'Botswana', 'Malawi', 'Tanzania', 'Zimbabwe']",True,
19448,The country of Zamboanga City is?,Philippines,False,True
19449,The country of Zamfara State is?,Nigeria,False,True
19450,Zamfara State is located in?,Nigeria,False,True
19451,The sport played by Zane Grey is?,baseball,False,False
19452,Zanzibar is located in?,Tanzania,False,True
19453,The country of Zanzibar Archipelago is?,Tanzania,False,True
19454,The country of Zanzibar City is?,Tanzania,False,True
19455,The country of Zaporizhzhia is?,Ukraine,False,True
19456,The official language of Zaporizhzhia is?,"['Russian', 'Ukrainian']",True,
19457,The country of Zaporizhzhya Oblast is?,Ukraine,False,True
19458,Zaporizhzhya Oblast is located in?,Ukraine,False,True
19459,Zaragoza is capital of?,Aragon,False,False
19460,The country of Zaragoza is?,Spain,False,False
19461,The original country of Zatoichi is?,Japan,False,True
19462,The country of citizenship of Zazie Beetz is?,Germany,False,True
19463,The religion of Ze'ev Jabotinsky is?,Judaism,False,False
19464,The military rank of Zebulon Pike is?,colonel,False,False
19465,The country of citizenship of Zeca Afonso is?,Portugal,False,True
19466,The country of Zeeland is?,Netherlands,False,False
19467,Zeeland is located in?,Netherlands,False,True
19468,The country of citizenship of Zeki Velidi Togan is?,Turkey,False,True
19469,The sport played by Zelmo Beaty is?,basketball,False,True
19470,The original country of Zeno's Conscience is?,Italy,False,True
19471,The country of citizenship of Zewditu I is?,Ethiopia,False,True
19472,The country of citizenship of Zhang Xianzhong is?,China,False,True
19473,The religion of Zhang Zuolin is?,Buddhism,False,False
19474,The religion of Zhao Wei is?,Buddhism,False,False
19475,The residence of Zhao Ziyang is?,Beijing,False,False
19476,Zhejiang shares a border with?,"['Jiangsu', 'Shanghai', 'Fujian']",True,
19477,The country of citizenship of Zheng He is?,China,False,True
19478,The family name of Zheng He is?,Ma,False,True
19479,The religion of Zheng He is?,Islam,False,True
19480,Zhengzhou is capital of?,Henan,False,True
19481,Zhengzhou is located in?,Henan,False,True
19482,The country of citizenship of Zhores Alfyorov is?,Russia,False,True
19483,The religion of Zhuang people is?,Buddhism,False,False
19484,The country of citizenship of Zhuge Liang is?,China,False,True
19485,The country of Zhytomyr is?,Ukraine,False,True
19486,The country of Zhytomyr Oblast is?,Ukraine,False,True
19487,Zhytomyr Oblast is located in?,Ukraine,False,True
19488,The country of citizenship of Ziaur Rahman is?,"['Bangladesh', 'Pakistan']",True,
19489,The native language of Ziaur Rahman is?,Bengali,False,True
19490,The country for sport played by Zico is?,Brazil,False,True
19491,The continent of Zimbabwe is?,Africa,False,True
19492,The emergency phone number of Zimbabwe is?,999,False,False
19493,The language used in Zimbabwe is?,"['Tonga', 'English']",True,
19494,The official language of Zimbabwe is?,English,False,False
19495,Zimbabwe shares a border with?,"['Mozambique', 'Zambia', 'Botswana']",True,
19496,The country of citizenship of Zinaida Gippius is?,France,False,False
19497,The country of citizenship of Zine El Abidine Ben Ali is?,Tunisia,False,True
19498,"The languages spoken, written or signed by Zine El Abidine Ben Ali is?",Arabic,False,True
19499,The religion of Zine El Abidine Ben Ali is?,Islam,False,True
19500,The country for sport played by Zinedine Zidane is?,France,False,True
19501,The country of citizenship of Zinedine Zidane is?,France,False,True
19502,The religion of Zinedine Zidane is?,Islam,False,True
19503,The country of citizenship of Zizi Jeanmaire is?,France,False,True
19504,Zodiac Killer named after?,zodiac,False,True
19505,The country of citizenship of Zoe Caldwell is?,Australia,False,True
19506,The eye color of Zoe Kazan is?,blue,False,False
19507,The religion of Zoe Lister-Jones is?,Judaism,False,False
19508,The religion of Zoey Deutch is?,Judaism,False,False
19509,The religion of Zooey Deschanel is?,Judaism,False,True
19510,The country of citizenship of Zorawar Chand Bakhshi is?,India,False,True
19511,The original country of Zorba the Greek is?,Greece,False,True
19512,The country of citizenship of Zorro is?,"['Spain', 'Mexico']",True,
19513,The instrument of Zoë Kravitz is?,guitar,False,True
19514,The religion of Zsa Zsa Gabor is?,Judaism,False,False
19515,The country of citizenship of Zucchero Fornaciari is?,Italy,False,True
19516,The country of Zug is?,Switzerland,False,True
19517,The eye color of Zuleyka Rivera Mendoza is?,brown,False,True
19518,The religion of Zulu people is?,Christianity,False,False
19519,The religion of Zunghar Khanate is?,Buddhism,False,True
19520,The country of Zürich is?,Switzerland,False,True
19521,The official language of Zürich is?,German,False,True
19522,acceleration follows?,velocity,False,False
19523,accounting practiced by?,accountant,False,True
19524,The measured physical quantity of acre is?,area,False,True
19525,adolescence is followed by?,adulthood,False,True
19526,adolescence follows?,childhood,False,False
19527,afternoon is followed by?,evening,False,True
19528,agricultural economics is facet of?,agriculture,False,False
19529,The country of aikido is?,Japan,False,True
19530,The original country of aikido is?,Japan,False,True
19531,airfoil is facet of?,wing,False,False
19532,The color of albite is?,"['white', 'red']",True,
19533,The streak color of albite is?,white,False,True
19534,alchemy replaced by?,chemistry,False,True
19535,The material used in aluminum can is?,steel,False,False
19536,The health specialty of amnesia is?,psychiatry,False,False
19537,The streak color of andalusite is?,white,False,True
19538,angling is used by?,fisher,False,True
19539,The product or material produced of animal husbandry is?,livestock,False,True
19540,The product or material produced of animal slaughter is?,meat,False,True
19541,The country of anime is?,Japan,False,True
19542,The health specialty of anorexia nervosa is?,psychiatry,False,False
19543,The health specialty of antisocial personality disorder is?,"['psychiatry', 'psychology']",True,
19544,The material used in anvil is?,steel,False,True
19545,anvil is used by?,blacksmith,False,True
19546,The health specialty of anxiety disorder is?,psychiatry,False,True
19547,anxiety disorder is studied by?,psychiatry,False,False
19548,The streak color of apatite is?,white,False,True
19549,The color of apple is?,"['white', 'red', 'green', 'yellow']",True,
19550,The color of apricot is?,orange,False,True
19551,The material used in aqueous solution is?,water,False,True
19552,The language of arXiv is?,English,False,False
19553,The language used in arXiv is?,English,False,False
19554,The color of aragonite is?,"['blue', 'yellow']",True,
19555,The streak color of aragonite is?,white,False,True
19556,arboreal is facet of?,tree,False,False
19557,archaeogenetics is facet of?,archaeology,False,False
19558,architectural theory is studied by?,architecture,False,False
19559,art of painting practiced by?,painter,False,True
19560,art of sculpture practiced by?,sculptor,False,False
19561,The streak color of asbestos is?,white,False,True
19562,astronomical object is studied by?,astronomy,False,False
19563,The material used in atmosphere of Earth is?,nitrogen,False,True
19564,The material used in atmosphere of Venus is?,nitrogen,False,False
19565,The health specialty of attention deficit hyperactivity disorder is?,psychiatry,False,False
19566,The measured physical quantity of attosecond is?,time,False,True
19567,authentication is facet of?,security,False,True
19568,autumn is followed by?,winter,False,True
19569,autumn follows?,summer,False,False
19570,The month of the year of autumn is?,"['September', 'October']",True,
19571,avalanche is facet of?,snow,False,False
19572,avatar is facet of?,Hinduism,False,True
19573,The health specialty of avoidant personality disorder is?,"['psychiatry', 'psychology']",True,
19574,The sport played by backstroke is?,swimming,False,True
19575,The original country of baguette is?,France,False,True
19576,ball is used by?,athlete,False,False
19577,The country of balsamic vinegar is?,Italy,False,True
19578,The color of banana is?,"['green', 'yellow', 'brown']",True,
19579,The original country of bare-knuckle boxing is?,England,False,True
19580,The material used in barrel is?,"['steel', 'wood']",True,
19581,The streak color of baryte is?,white,False,True
19582,The material used in baseball bat is?,"['aluminum', 'wood']",True,
19583,The material used in baseball glove is?,leather,False,True
19584,The material used in basket is?,wood,False,False
19585,The sport played by batting is?,cricket,False,False
19586,The religion of benito antonio martinez is?,Catholicism,False,False
19587,The streak color of beryl is?,white,False,True
19588,beta particle named after?,Β,False,True
19589,bicycle is used by?,cyclist,False,False
19590,The color of bilberry is?,blue,False,True
19591,The language of bioRxiv is?,English,False,True
19592,The language used in bioRxiv is?,English,False,True
19593,The health specialty of biopsy is?,surgery,False,False
19594,The streak color of biotite is?,white,False,False
19595,The health specialty of bipolar I disorder is?,psychiatry,False,True
19596,The health specialty of bipolar disorder is?,psychiatry,False,True
19597,The health specialty of bipolar ll disorder is?,psychiatry,False,False
19598,The original country of blueberry pie is?,Canada,False,False
19599,The language of bocce is?,Italian,False,True
19600,body mass index is facet of?,health,False,False
19601,body piercing is used by?,human,False,False
19602,The country of bonsai is?,Japan,False,True
19603,The original country of bonsai is?,"['China', 'Japan']",True,
19604,The material used in book is?,paper,False,True
19605,The health specialty of borderline personality disorder is?,psychiatry,False,False
19606,borderline personality disorder is studied by?,psychiatry,False,False
19607,The original country of bossa nova is?,Brazil,False,True
19608,The material used in bottle is?,glass,False,True
19609,The original country of bouillabaisse is?,France,False,True
19610,The original country of bowls is?,England,False,False
19611,The material used in box is?,cardboard,False,False
19612,The original country of boxing is?,England,False,False
19613,The color of brandy is?,amber,False,True
19614,The material used in bread is?,flour,False,True
19615,The sport played by breaststroke is?,swimming,False,True
19616,The product or material produced of brewing is?,beer,False,True
19617,The material used in brick is?,clay,False,True
19618,The country of brie is?,France,False,False
19619,The original country of brie is?,France,False,True
19620,The main subject of building code is?,construction,False,False
19621,building design practiced by?,architect,False,True
19622,The religion of burqa is?,Islam,False,False
19623,The country of bushranger is?,Australia,False,False
19624,butte is facet of?,mountain,False,True
19625,The original country of butter chicken is?,India,False,True
19626,The original country of bánh mì is?,Vietnam,False,True
19627,The original country of caesar salad is?,Italy,False,True
19628,caffeine named after?,coffee,False,True
19629,The original country of café au lait is?,France,False,True
19630,The material used in cake is?,flour,False,True
19631,The streak color of calcite is?,white,False,True
19632,californium named after?,California,False,True
19633,The original country of can-can is?,France,False,True
19634,The material used in candle is?,wax,False,True
19635,The country of canton of Valais is?,Switzerland,False,True
19636,The language used in canton of Valais is?,French,False,True
19637,canton of Valais is located in?,Switzerland,False,True
19638,The official language of canton of Valais is?,French,False,True
19639,capacitance is facet of?,electricity,False,False
19640,The country of cappuccino is?,Italy,False,False
19641,The color of carrot is?,orange,False,True
19642,The country of castillo de chapultepec is?,Mexico,False,True
19643,The product or material produced of cattle breeding is?,livestock,False,False
19644,celestial navigation is facet of?,astronomy,False,False
19645,The material used in cement is?,"['clay', 'limestone']",True,
19646,The measured physical quantity of century is?,time,False,False
19647,The material used in ceramics is?,clay,False,True
19648,The original country of chapati is?,India,False,True
19649,The original country of cheddar is?,England,False,True
19650,The IUCN conservation status of cheetah is?,vulnerable,False,True
19651,chemical element is studied by?,chemistry,False,False
19652,chemical substance is studied by?,chemistry,False,False
19653,The color of cherry is?,red,False,True
19654,The original country of chicken tikka masala is?,India,False,True
19655,childhood is followed by?,adolescence,False,False
19656,The material used in chocolate milk is?,sugar,False,False
19657,The genre of chord progression is?,jazz,False,False
19658,The original country of choux pastry is?,France,False,True
19659,chromaticity is facet of?,color,False,True
19660,chronology of the universe is facet of?,history,False,False
19661,The original country of churro is?,Spain,False,True
19662,The color of cider is?,yellow,False,False
19663,The country of cider is?,Spain,False,False
19664,The material used in cigarette is?,tobacco,False,True
19665,The country of circassians is?,Turkey,False,False
19666,The native language of circassians is?,"['Turkish', 'Russian']",True,
19667,civilization is facet of?,humanity,False,False
19668,The IUCN conservation status of clouded leopard is?,vulnerable,False,True
19669,The color of coal is?,black,False,True
19670,The original country of cocktail sauce is?,Italy,False,False
19671,The original country of coffee is?,Mexico,False,False
19672,The material used in coffin is?,wood,False,True
19673,The color of cognac is?,amber,False,True
19674,The country of cognac is?,France,False,True
19675,The material used in comb is?,wood,False,False
19676,comedian is facet of?,humor,False,True
19677,common brushtail possum endemic to?,Australia,False,True
19678,The official color of communism is?,red,False,False
19679,compassion is facet of?,empathy,False,True
19680,The material used in computer case is?,"['plastic', 'aluminum']",True,
19681,computer virus named after?,viruses,False,True
19682,The material used in concrete is?,cement,False,True
19683,The country of congress of Berlin is?,Germany,False,True
19684,consonant is facet of?,language,False,False
19685,The product or material produced of construction is?,building,False,True
19686,The original country of contemporary classical music is?,Europe,False,False
19687,cooking is followed by?,eating,False,True
19688,The material used in cookware and bakeware is?,ceramic,False,False
19689,correlation is facet of?,statistics,False,True
19690,The original country of cottage pie is?,Ireland,False,False
19691,The country of crane is?,France,False,False
19692,The original country of cricket is?,England,False,True
19693,The original country of croissant is?,France,False,True
19694,The original country of croquet is?,England,False,True
19695,The original country of crème fraîche is?,France,False,True
19696,The original country of crêpe is?,France,False,True
19697,The measured physical quantity of cubit is?,length,False,True
19698,cultural history is facet of?,culture,False,False
19699,The original country of curling is?,Scotland,False,True
